i,j,x,y,rho,rhou,rhov,E
2,52,0.000225,0.0228147,1.75659,219.846,9.16729,405526
3,52,0.000675,0.0228147,1.76088,218.864,9.13499,406710
4,52,0.001125,0.0228147,1.7644,218.056,9.03904,407684
5,52,0.001575,0.0228147,1.76928,216.932,8.86924,409035
6,52,0.002025,0.0228147,1.7752,215.563,8.60705,410676
7,52,0.002475,0.0228147,1.7829,213.77,8.24358,412818
8,52,0.002925,0.0228147,1.79046,211.985,7.86354,414926
9,52,0.003375,0.0228147,1.79676,210.482,7.50039,416688
10,52,0.003825,0.0228147,1.80173,209.283,7.17192,418081
11,52,0.004275,0.0228147,1.80548,208.369,6.87256,419133
12,52,0.004725,0.0228147,1.8082,207.702,6.60237,419894
13,52,0.005175,0.0228147,1.81008,207.235,6.36584,420421
14,52,0.005625,0.0228147,1.81131,206.921,6.16687,420766
15,52,0.006075,0.0228147,1.81206,206.72,6.00543,420976
16,52,0.006525,0.0228147,1.81248,206.597,5.87781,421092
17,52,0.006975,0.0228147,1.81269,206.526,5.77758,421145
18,52,0.007425,0.0228147,1.81276,206.488,5.69493,421163
19,52,0.007875,0.0228147,1.81275,206.466,5.62324,421159
20,52,0.008325,0.0228147,1.81271,206.462,5.56943,421145
21,52,0.008775,0.0228147,1.81264,206.463,5.54287,421124
22,52,0.009225,0.0228147,1.81261,206.452,5.53541,421112
23,52,0.009675,0.0228147,1.81261,206.44,5.53931,421112
24,52,0.010125,0.0228147,1.81267,206.413,5.55433,421128
25,52,0.010575,0.0228147,1.81276,206.382,5.58277,421150
26,52,0.011025,0.0228147,1.81279,206.365,5.62483,421160
27,52,0.011475,0.0228147,1.81279,206.357,5.67976,421159
28,52,0.011925,0.0228147,1.81277,206.361,5.74781,421152
29,52,0.012375,0.0228147,1.81266,206.383,5.83069,421122
30,52,0.012825,0.0228147,1.81246,206.432,5.92815,421064
31,52,0.013275,0.0228147,1.81215,206.504,6.03923,420979
32,52,0.013725,0.0228147,1.81174,206.599,6.15838,420863
33,52,0.014175,0.0228147,1.81121,206.715,6.26911,420712
34,52,0.014625,0.0228147,1.81068,206.827,6.36221,420559
35,52,0.015075,0.0228147,1.81018,206.917,6.44356,420416
36,52,0.015525,0.0228147,1.80972,206.994,6.5189,420282
37,52,0.015975,0.0228147,1.80929,207.06,6.59294,420156
38,52,0.016425,0.0228147,1.80889,207.116,6.66937,420037
39,52,0.016875,0.0228147,1.80852,207.164,6.75507,419927
40,52,0.017325,0.0228147,1.80818,207.209,6.86133,419827
41,52,0.017775,0.0228147,1.80788,207.258,6.99982,419740
42,52,0.018225,0.0228147,1.80763,207.314,7.18235,419666
43,52,0.018675,0.0228147,1.8074,207.384,7.42216,419606
44,52,0.019125,0.0228147,1.80722,207.473,7.73357,419559
45,52,0.019575,0.0228147,1.80707,207.587,8.13131,419527
46,52,0.020025,0.0228147,1.80695,207.732,8.62983,419508
47,52,0.020475,0.0228147,1.80685,207.912,9.24245,419502
48,52,0.020925,0.0228147,1.80678,208.13,9.97993,419507
49,52,0.021375,0.0228147,1.80672,208.387,10.849,419524
50,52,0.021825,0.0228147,1.80667,208.68,11.8509,419549
51,52,0.022275,0.0228147,1.80663,209.005,12.9805,419582
52,52,0.022725,0.0228147,1.80659,209.352,14.2256,419619
53,52,0.023175,0.0228147,1.80656,209.709,15.5561,419663
54,52,0.023625,0.0228147,1.80653,210.048,16.9198,419704
55,52,0.024075,0.0228147,1.80647,210.345,18.2688,419734
56,52,0.024525,0.0228147,1.8064,210.598,19.5974,419755
57,52,0.024975,0.0228147,1.80632,210.814,20.9182,419769
58,52,0.025425,0.0228147,1.80622,210.998,22.2379,419774
59,52,0.025875,0.0228147,1.80609,211.152,23.5602,419770
60,52,0.026325,0.0228147,1.80593,211.277,24.8907,419756
61,52,0.026775,0.0228147,1.80573,211.376,26.2355,419732
62,52,0.027225,0.0228147,1.80549,211.449,27.6013,419697
63,52,0.027675,0.0228147,1.80519,211.496,28.9944,419653
64,52,0.028125,0.0228147,1.80484,211.519,30.4208,419599
65,52,0.028575,0.0228147,1.80442,211.517,31.8834,419539
66,52,0.029025,0.0228147,1.80393,211.486,33.3818,419470
67,52,0.029475,0.0228147,1.80333,211.423,34.9196,419390
68,52,0.029925,0.0228147,1.80262,211.324,36.4929,419301
