i,j,x,y,rho,rhou,rhov,E
2,101,0.000225,0.0449518,1.78988,278.736,0.0104327,424002
3,101,0.000675,0.0449518,1.78971,278.77,0.0103973,423956
4,101,0.001125,0.0449518,1.7896,278.793,0.0103275,423924
5,101,0.001575,0.0449518,1.78948,278.815,0.0102327,423894
6,101,0.002025,0.0449518,1.78937,278.838,0.0101255,423863
7,101,0.002475,0.0449518,1.78926,278.86,0.0100215,423834
8,101,0.002925,0.0449518,1.78915,278.882,0.00993615,423804
9,101,0.003375,0.0449518,1.78905,278.903,0.00987097,423775
10,101,0.003825,0.0449518,1.78894,278.924,0.00982623,423747
11,101,0.004275,0.0449518,1.78884,278.945,0.00980237,423719
12,101,0.004725,0.0449518,1.78874,278.965,0.00979875,423691
13,101,0.005175,0.0449518,1.78864,278.984,0.00981036,423664
14,101,0.005625,0.0449518,1.78854,279.004,0.00983419,423638
15,101,0.006075,0.0449518,1.78845,279.023,0.0098689,423612
16,101,0.006525,0.0449518,1.78835,279.041,0.00991002,423586
17,101,0.006975,0.0449518,1.78826,279.059,0.00995439,423560
18,101,0.007425,0.0449518,1.78816,279.077,0.0100011,423535
19,101,0.007875,0.0449518,1.78807,279.095,0.0100484,423510
20,101,0.008325,0.0449518,1.78798,279.112,0.01009,423485
21,101,0.008775,0.0449518,1.78789,279.129,0.0101193,423461
22,101,0.009225,0.0449518,1.7878,279.146,0.0101319,423436
23,101,0.009675,0.0449518,1.78771,279.163,0.0101268,423412
24,101,0.010125,0.0449518,1.78762,279.18,0.0100957,423388
25,101,0.010575,0.0449518,1.78754,279.197,0.0100265,423364
26,101,0.011025,0.0449518,1.78745,279.214,0.00991472,423340
27,101,0.011475,0.0449518,1.78736,279.23,0.00975923,423316
28,101,0.011925,0.0449518,1.78727,279.247,0.00957488,423293
29,101,0.012375,0.0449518,1.78719,279.264,0.00940662,423269
30,101,0.012825,0.0449518,1.7871,279.281,0.00927587,423246
31,101,0.013275,0.0449518,1.78702,279.298,0.00917444,423223
32,101,0.013725,0.0449518,1.78693,279.315,0.00909863,423200
33,101,0.014175,0.0449518,1.78685,279.331,0.00904851,423178
34,101,0.014625,0.0449518,1.78677,279.348,0.00902417,423155
35,101,0.015075,0.0449518,1.78669,279.364,0.0090209,423133
36,101,0.015525,0.0449518,1.7866,279.38,0.00903626,423111
37,101,0.015975,0.0449518,1.78652,279.396,0.00908524,423089
38,101,0.016425,0.0449518,1.78644,279.412,0.00917272,423067
39,101,0.016875,0.0449518,1.78636,279.428,0.00929238,423046
40,101,0.017325,0.0449518,1.78628,279.443,0.00942929,423024
41,101,0.017775,0.0449518,1.78621,279.458,0.00956117,423003
42,101,0.018225,0.0449518,1.78613,279.473,0.00967963,422981
43,101,0.018675,0.0449518,1.78605,279.487,0.00979095,422960
44,101,0.019125,0.0449518,1.78597,279.501,0.00989916,422939
45,101,0.019575,0.0449518,1.7859,279.515,0.0100064,422919
46,101,0.020025,0.0449518,1.78582,279.529,0.0101138,422898
47,101,0.020475,0.0449518,1.78575,279.543,0.0102227,422877
48,101,0.020925,0.0449518,1.78567,279.557,0.0103355,422857
49,101,0.021375,0.0449518,1.7856,279.57,0.0104549,422836
50,101,0.021825,0.0449518,1.78552,279.584,0.0105833,422816
51,101,0.022275,0.0449518,1.78545,279.597,0.0107226,422795
